accession	strain	virus	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url	genbank_accession_rev	updated	ambiguous_strain_names	notes
MW123926	ZIKV_IEC_S	zika	2015-XX-XX	South America	Brazil	Brazil	Brazil	genbank	genome	Pour et al	https://www.ncbi.nlm.nih.gov/nuccore/MW123926	Direct Submission	" University of Sao Paulo, Brasil, Sao Paulo, Biomedical Sciences Institute, 1374, Av. Prof. Lineu Prestes,Submitted (16-OCT-2020) Department of Microbiology, Sao Paulo 05508-000"		MW123926.1	2021-10-16	"ZIKV_IEC_S,IEC_S"	
MW123921	ZIKV_P17_A	zika	2016-04-26	South America	Brazil	Brazil	Brazil	genbank	genome	Pour et al	https://www.ncbi.nlm.nih.gov/nuccore/MW123921	Direct Submission	" University of Sao Paulo, Brasil, Sao Paulo, Biomedical Sciences Institute, 1374, Av. Prof. Lineu Prestes,Submitted (16-OCT-2020) Department of Microbiology, Sao Paulo 05508-000"		MW123921.1	2021-10-16	"ZIKV_P17_A,P17_A"	
MW123922	ZIKV_P17_C	zika	2016-05-10	South America	Brazil	Brazil	Brazil	genbank	genome	Pour et al	https://www.ncbi.nlm.nih.gov/nuccore/MW123922	Direct Submission	" University of Sao Paulo, Brasil, Sao Paulo, Biomedical Sciences Institute, 1374, Av. Prof. Lineu Prestes,Submitted (16-OCT-2020) Department of Microbiology, Sao Paulo 05508-000"		MW123922.1	2021-10-16	"ZIKV_P17_C,P17_C"	
MW123923	ZIKV_P17_H	zika	2016-06-16	South America	Brazil	Brazil	Brazil	genbank	genome	Pour et al	https://www.ncbi.nlm.nih.gov/nuccore/MW123923	Direct Submission	" University of Sao Paulo, Brasil, Sao Paulo, Biomedical Sciences Institute, 1374, Av. Prof. Lineu Prestes,Submitted (16-OCT-2020) Department of Microbiology, Sao Paulo 05508-000"		MW123923.1	2021-10-16	"P17_H,ZIKV_P17_H"	
MW123924	ZIKV_P17_K	zika	2016-05-07	South America	Brazil	Brazil	Brazil	genbank	genome	Pour et al	https://www.ncbi.nlm.nih.gov/nuccore/MW123924	Direct Submission	" University of Sao Paulo, Brasil, Sao Paulo, Biomedical Sciences Institute, 1374, Av. Prof. Lineu Prestes,Submitted (16-OCT-2020) Department of Microbiology, Sao Paulo 05508-000"		MW123924.1	2021-10-16	"ZIKV_P17_K,P17_K"	
OK054427	ZIKV/Homo_Sapiens/NIC/1369_CZH211/2016	zika	2016-07-28	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054427	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054427.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/1369_CZH211/2016,Homo_Sapiens/NIC/1369_CZH211/2016"	
OK054425	ZIKV/Homo_Sapiens/NIC/150_CZH161/2016	zika	2016-09-07	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054425	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054425.1	2021-10-05	"Homo_Sapiens/NIC/150_CZH161/2016,ZIKV/Homo_Sapiens/NIC/150_CZH161/2016"	
OK054372	ZIKV/Homo_Sapiens/NIC/1507_CZH212/2016	zika	2016-08-18	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054372	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054372.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/1507_CZH212/2016,Homo_Sapiens/NIC/1507_CZH212/2016"	
OK054382	ZIKV/Homo_Sapiens/NIC/1535_CZH213/2016	zika	2016-08-15	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054382	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054382.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/1535_CZH213/2016,Homo_Sapiens/NIC/1535_CZH213/2016"	
OK054428	ZIKV/Homo_Sapiens/NIC/2007_CZH214/2016	zika	2016-08-03	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054428	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054428.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/2007_CZH214/2016,Homo_Sapiens/NIC/2007_CZH214/2016"	
OK054374	ZIKV/Homo_Sapiens/NIC/2558_CZH215/2016	zika	2016-07-26	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054374	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054374.1	2021-10-05	"Homo_Sapiens/NIC/2558_CZH215/2016,ZIKV/Homo_Sapiens/NIC/2558_CZH215/2016"	
OK054383	ZIKV/Homo_Sapiens/NIC/3511_CZH216/2016	zika	2016-09-27	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054383	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054383.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/3511_CZH216/2016,Homo_Sapiens/NIC/3511_CZH216/2016"	
OK054384	ZIKV/Homo_Sapiens/NIC/3524_CZH217/2016	zika	2016-07-16	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054384	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054384.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/3524_CZH217/2016,Homo_Sapiens/NIC/3524_CZH217/2016"	
OK054440	ZIKV/Homo_Sapiens/NIC/3758_CZH218/2016	zika	2016-07-13	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054440	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054440.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/3758_CZH218/2016,Homo_Sapiens/NIC/3758_CZH218/2016"	
OK054441	ZIKV/Homo_Sapiens/NIC/4069_CZH219/2016	zika	2016-08-03	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054441	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054441.1	2021-10-05	"Homo_Sapiens/NIC/4069_CZH219/2016,ZIKV/Homo_Sapiens/NIC/4069_CZH219/2016"	
OK054442	ZIKV/Homo_Sapiens/NIC/4105_CZH220/2016	zika	2016-08-14	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054442	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054442.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/4105_CZH220/2016,Homo_Sapiens/NIC/4105_CZH220/2016"	
OK054453	ZIKV/Homo_Sapiens/NIC/4187_CZB133/2016	zika	2016-07-27	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054453	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054453.1	2021-10-05	"Homo_Sapiens/NIC/4187_CZB133/2016,ZIKV/Homo_Sapiens/NIC/4187_CZB133/2016"	
OK054458	ZIKV/Homo_Sapiens/NIC/4203_CHB3157/2016	zika	2016-08-06	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054458	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054458.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/4203_CHB3157/2016,Homo_Sapiens/NIC/4203_CHB3157/2016"	
OK054385	ZIKV/Homo_Sapiens/NIC/4305_CHB3159/2016	zika	2016-07-23	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054385	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054385.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/4305_CHB3159/2016,Homo_Sapiens/NIC/4305_CHB3159/2016"	
OK054386	ZIKV/Homo_Sapiens/NIC/4359_CZB137/2016	zika	2016-08-05	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054386	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054386.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/4359_CZB137/2016,Homo_Sapiens/NIC/4359_CZB137/2016"	
OK054387	ZIKV/Homo_Sapiens/NIC/4394_CHB3161/2016	zika	2016-10-11	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054387	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054387.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/4394_CHB3161/2016,Homo_Sapiens/NIC/4394_CHB3161/2016"	
OK054377	ZIKV/Homo_Sapiens/NIC/4445_CZB161/2016	zika	2016-08-03	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054377	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054377.1	2021-10-05	"Homo_Sapiens/NIC/4445_CZB161/2016,ZIKV/Homo_Sapiens/NIC/4445_CZB161/2016"	
OK054388	ZIKV/Homo_Sapiens/NIC/4456_CZB162/2016	zika	2016-06-28	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054388	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054388.1	2021-10-05	"Homo_Sapiens/NIC/4456_CZB162/2016,ZIKV/Homo_Sapiens/NIC/4456_CZB162/2016"	
OK054454	ZIKV/Homo_Sapiens/NIC/4515_CZB163/2016	zika	2016-07-16	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054454	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054454.1	2021-10-05	"Homo_Sapiens/NIC/4515_CZB163/2016,ZIKV/Homo_Sapiens/NIC/4515_CZB163/2016"	
OK054389	ZIKV/Homo_Sapiens/NIC/4521_CZB142/2016	zika	2016-07-29	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054389	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054389.1	2021-10-05	"Homo_Sapiens/NIC/4521_CZB142/2016,ZIKV/Homo_Sapiens/NIC/4521_CZB142/2016"	
OK054459	ZIKV/Homo_Sapiens/NIC/4723_CHB3166/2016	zika	2016-07-12	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054459	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054459.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/4723_CHB3166/2016,Homo_Sapiens/NIC/4723_CHB3166/2016"	
OK054460	ZIKV/Homo_Sapiens/NIC/4797_CHB3167/2016	zika	2016-08-14	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054460	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054460.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/4797_CHB3167/2016,Homo_Sapiens/NIC/4797_CHB3167/2016"	
OK054465	ZIKV/Homo_Sapiens/NIC/4825_CHB3144/2016	zika	2016-07-12	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054465	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054465.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/4825_CHB3144/2016,Homo_Sapiens/NIC/4825_CHB3144/2016"	
OK054466	ZIKV/Homo_Sapiens/NIC/4858_CZB168/2016	zika	2016-07-13	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054466	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054466.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/4858_CZB168/2016,Homo_Sapiens/NIC/4858_CZB168/2016"	
OK054390	ZIKV/Homo_Sapiens/NIC/4875_CZB191/2016	zika	2016-07-15	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054390	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054390.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/4875_CZB191/2016,Homo_Sapiens/NIC/4875_CZB191/2016"	
OK054469	ZIKV/Homo_Sapiens/NIC/4886_CZB170/2016	zika	2016-07-10	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054469	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054469.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/4886_CZB170/2016,Homo_Sapiens/NIC/4886_CZB170/2016"	
OK054391	ZIKV/Homo_Sapiens/NIC/4963_CZB125/2016	zika	2016-07-25	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054391	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054391.1	2021-10-05	"Homo_Sapiens/NIC/4963_CZB125/2016,ZIKV/Homo_Sapiens/NIC/4963_CZB125/2016"	
OK054470	ZIKV/Homo_Sapiens/NIC/5005_CHB3149/2016	zika	2016-04-22	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054470	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054470.1	2021-10-05	"Homo_Sapiens/NIC/5005_CHB3149/2016,ZIKV/Homo_Sapiens/NIC/5005_CHB3149/2016"	
OK054392	ZIKV/Homo_Sapiens/NIC/5066_CZB195/2016	zika	2016-07-27	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054392	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054392.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/5066_CZB195/2016,Homo_Sapiens/NIC/5066_CZB195/2016"	
OK054393	ZIKV/Homo_Sapiens/NIC/5072_CHB3151/2016	zika	2016-07-15	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054393	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054393.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/5072_CHB3151/2016,Homo_Sapiens/NIC/5072_CHB3151/2016"	
OK054379	ZIKV/Homo_Sapiens/NIC/5073_CZB153/2016	zika	2016-06-26	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054379	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054379.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/5073_CZB153/2016,Homo_Sapiens/NIC/5073_CZB153/2016"	
OK054455	ZIKV/Homo_Sapiens/NIC/5144_CZB130/2016	zika	2016-07-23	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054455	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054455.1	2021-10-05	"Homo_Sapiens/NIC/5144_CZB130/2016,ZIKV/Homo_Sapiens/NIC/5144_CZB130/2016"	
OK054394	ZIKV/Homo_Sapiens/NIC/5149_CZB131/2016	zika	2016-08-15	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054394	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054394.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/5149_CZB131/2016,Homo_Sapiens/NIC/5149_CZB131/2016"	
OK054461	ZIKV/Homo_Sapiens/NIC/5242_CZB132/2016	zika	2016-02-01	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054461	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054461.1	2021-10-05	"Homo_Sapiens/NIC/5242_CZB132/2016,ZIKV/Homo_Sapiens/NIC/5242_CZB132/2016"	
OK054395	ZIKV/Homo_Sapiens/NIC/5355_CZB145/2016	zika	2016-07-21	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054395	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054395.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/5355_CZB145/2016,Homo_Sapiens/NIC/5355_CZB145/2016"	
OK054396	ZIKV/Homo_Sapiens/NIC/5376_CZB225/2016	zika	2016-07-07	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054396	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054396.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/5376_CZB225/2016,Homo_Sapiens/NIC/5376_CZB225/2016"	
OK054429	ZIKV/Homo_Sapiens/NIC/5406_CZB146/2016	zika	2016-08-02	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054429	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054429.1	2021-10-05	"Homo_Sapiens/NIC/5406_CZB146/2016,ZIKV/Homo_Sapiens/NIC/5406_CZB146/2016"	
OK054430	ZIKV/Homo_Sapiens/NIC/5506_CZB169/2016	zika	2016-07-26	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054430	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054430.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/5506_CZB169/2016,Homo_Sapiens/NIC/5506_CZB169/2016"	
OK054443	ZIKV/Homo_Sapiens/NIC/5540_CZB226/2016	zika	2016-08-15	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054443	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054443.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/5540_CZB226/2016,Homo_Sapiens/NIC/5540_CZB226/2016"	
OK054472	ZIKV/Homo_Sapiens/NIC/5541_CZB124/2016	zika	2016-08-19	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054472	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054472.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/5541_CZB124/2016,Homo_Sapiens/NIC/5541_CZB124/2016"	
OK054431	ZIKV/Homo_Sapiens/NIC/5575_CZB149/2016	zika	2016-08-04	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054431	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054431.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/5575_CZB149/2016,Homo_Sapiens/NIC/5575_CZB149/2016"	
OK054444	ZIKV/Homo_Sapiens/NIC/5604_CZB227/2016	zika	2016-02-07	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054444	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054444.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/5604_CZB227/2016,Homo_Sapiens/NIC/5604_CZB227/2016"	
OK054473	ZIKV/Homo_Sapiens/NIC/5605_CZB228/2016	zika	2016-07-04	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054473	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054473.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/5605_CZB228/2016,Homo_Sapiens/NIC/5605_CZB228/2016"	
OK054462	ZIKV/Homo_Sapiens/NIC/5660_CZB134/2016	zika	2016-07-27	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054462	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054462.1	2021-10-05	"Homo_Sapiens/NIC/5660_CZB134/2016,ZIKV/Homo_Sapiens/NIC/5660_CZB134/2016"	
OK054474	ZIKV/Homo_Sapiens/NIC/5802_CZB229/2016	zika	2016-09-02	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054474	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054474.1	2021-10-05	"Homo_Sapiens/NIC/5802_CZB229/2016,ZIKV/Homo_Sapiens/NIC/5802_CZB229/2016"	
OK054375	ZIKV/Homo_Sapiens/NIC/5812_CZH162/2016	zika	2016-09-15	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054375	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054375.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/5812_CZH162/2016,Homo_Sapiens/NIC/5812_CZH162/2016"	
OK054376	ZIKV/Homo_Sapiens/NIC/5831_CZH163/2016	zika	2016-09-06	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054376	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054376.1	2021-10-05	"Homo_Sapiens/NIC/5831_CZH163/2016,ZIKV/Homo_Sapiens/NIC/5831_CZH163/2016"	
OK054432	ZIKV/Homo_Sapiens/NIC/5834_CZB128/2016	zika	2016-08-26	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054432	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054432.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/5834_CZB128/2016,Homo_Sapiens/NIC/5834_CZB128/2016"	
OK054397	ZIKV/Homo_Sapiens/NIC/5886_CZB194/2016	zika	2016-07-29	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054397	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054397.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/5886_CZB194/2016,Homo_Sapiens/NIC/5886_CZB194/2016"	
OK054398	ZIKV/Homo_Sapiens/NIC/5893_CZB127/2016	zika	2016-07-29	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054398	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054398.1	2021-10-05	"Homo_Sapiens/NIC/5893_CZB127/2016,ZIKV/Homo_Sapiens/NIC/5893_CZB127/2016"	
OK054399	ZIKV/Homo_Sapiens/NIC/5894_CZB175/2016	zika	2016-07-13	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054399	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054399.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/5894_CZB175/2016,Homo_Sapiens/NIC/5894_CZB175/2016"	
OK054475	ZIKV/Homo_Sapiens/NIC/5926_CZB158/2016	zika	2016-09-12	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054475	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054475.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/5926_CZB158/2016,Homo_Sapiens/NIC/5926_CZB158/2016"	
OK054400	ZIKV/Homo_Sapiens/NIC/5962_CHB3156/2016	zika	2016-08-05	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054400	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054400.1	2021-10-05	"ZIKV/Homo_Sapiens/NIC/5962_CHB3156/2016,Homo_Sapiens/NIC/5962_CHB3156/2016"	
OK054445	ZIKV/Homo_Sapiens/NIC/5966_CZB159/2016	zika	2016-07-18	North America	Nicaragua	Nicaragua	Nicaragua	genbank	genome	Sun et al	https://www.ncbi.nlm.nih.gov/nuccore/OK054445	Viral genome-based Zika transmission dynamics in a paediatric cohort during the 2016 Nicaragua epidemic	Unpublished		OK054445.1	2021-10-05	"Homo_Sapiens/NIC/5966_CZB159/2016,ZIKV/Homo_Sapiens/NIC/5966_CZB159/2016"	
